name,year,selling_price,km_driven,owner,mileage(km/ltr/kg),engine,max_power,seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,price_category
Honda Amaze V CVT Petrol BSIV,1.2983376200375896,779000,0.0029786617501025227,0.0,0.45238095238095233,0.1929530201342282,-0.0790985327627588,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2
Skoda Rapid 1.6 MPI AT Elegance,0.5218297734518437,645000,0.004659692872902524,0.0,0.3404761904761905,0.3268456375838926,0.33326734929625595,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
Volvo V40 D3 R-Design,1.0395016711756744,2475000,0.0008468702657452627,0.0,0.4,0.4563758389261745,1.6341502201065812,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0.780665722313759,725000,0.019063689388829953,0.0,0.5476190476190476,0.2932885906040268,0.2062564195440219,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Wagon R LXI,-0.2546780731339024,225000,0.02471641072741877,0.0,0.5188095238095237,0.12550335570469798,-0.6864569655647409,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
Maruti Baleno Alpha 1.3,1.0395016711756744,740000,0.016444280257712916,0.0,0.6521428571428571,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Maruti Swift AMT VVT VXI,1.2983376200375896,650000,0.002380895894691534,0.0,0.5238095238095237,0.19228187919463088,-0.27381132374856254,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2
Toyota Etios VX,0.780665722313759,625000,0.010818672324330553,0.0,0.3995238095238095,0.2926174496644295,-0.07993781203424936,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2
Maruti Swift AMT ZXI,1.0395016711756744,600000,0.029561237320246594,0.0,0.5238095238095237,0.19228187919463088,-0.27381132374856254,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
Hyundai Grand i10 1.2 CRDi Sportz,0.780665722313759,450000,0.02384666352603056,0.0,0.5714285714285714,0.18859060402684566,-0.49286321360759144,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Honda Brio 1.2 VX MT,0.004157875728012938,325000,0.022216470037992656,2.0,0.44047619047619047,0.19261744966442954,-0.13393144516680713,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
Hyundai i10 Magna,-0.2546780731339024,229999,0.016521807650725112,0.0,0.4847619047619047,0.19228187919463088,-0.35494165332598043,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,-1.8076937663053945,400000,0.01779274851977753,0.0,0.2795238095238095,0.39328859060402677,2.64128534589522,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
Volkswagen Polo 1.2 MPI Highline,0.26299382458992826,449000,0.014469661794161806,0.0,0.39214285714285707,0.19261744966442954,-0.49202393433610087,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0.780665722313759,455000,0.014467967206336403,0.0,0.44999999999999996,0.19228187919463088,-0.2721327652055814,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
Audi A4 35 TDI Premium Plus,0.26299382458992826,1750000,0.015674513738023498,0.0,0.4345238095238095,0.45100671140939597,2.689963543641671,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
Toyota Innova Crysta 2.8 GX AT BSIV,0.780665722313759,1390000,0.04151697807542271,0.0,0.2704761904761904,0.7151006711409396,2.2356336980081295,0.41666666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
Hyundai Creta 1.6 SX Option,1.2983376200375896,1150000,0.013132631999918659,0.0,0.3761904761904762,0.324496644295302,0.831239717047305,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2
Hyundai i20 1.2 Magna Executive,1.0395016711756744,650000,0.026621974737084695,0.0,0.4428571428571429,0.19228187919463088,-0.27297204447707196,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2
Hyundai Creta 1.6 CRDi SX,0.5218297734518437,950000,0.01635234886818479,0.0,0.4683333333333333,0.3214765100671141,0.9683219980574256,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Maruti Swift Dzire AMT ZDI Plus,1.0395016711756744,698000,0.01171510928396886,0.0,0.6761904761904761,0.2093959731543624,-0.49146441482177394,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
Hyundai Creta 1.6 CRDi SX,0.780665722313759,975000,0.020630335833415236,0.0,0.4683333333333333,0.3214765100671141,0.9683219980574256,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Maruti Wagon R VXI AMT 1.2,1.0395016711756744,445000,0.013977807677838518,0.0,0.48857142857142855,0.19228187919463088,-0.27381132374856254,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
Tata Zest Quadrajet 1.3 75PS XM,1.0395016711756744,539000,0.025418393734092055,0.0,0.5464285714285714,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift Vdi BSIII,-1.0311859197196485,350000,0.046600741551632394,1.0,0.4238095238095238,0.2093959731543624,-0.4640479586197498,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Mahindra Scorpio VLX 2WD AIRBAG BSIII,-0.772349970857733,550000,0.11014778500425342,1.0,0.2869047619047619,0.5218120805369127,0.7948709486160488,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Renault Duster 85PS Diesel RxE,0.26299382458992826,550000,0.05507368067864853,2.0,0.48690476190476184,0.2808724832214765,-0.21785937231586036,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Volkswagen Polo Diesel Highline 1.2L,-0.772349970857733,330000,0.05083721111514047,0.0,0.5254761904761904,0.1929530201342282,-0.4948215319077358,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai EON Era Plus,0.004157875728012938,220000,0.033891332861108195,4.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Ritz ZXi,-0.2546780731339024,415000,0.025418393734092055,2.0,0.44047619047619047,0.19228187919463088,-0.1619074208831582,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Alto LX BSIII,-1.8076937663053945,150000,0.03177309807935416,0.0,0.469047619047619,0.057718120805369116,-1.266958461679026,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai Getz GLS,-2.325365664029225,150000,0.03770415546826546,2.0,0.36428571428571427,0.24060402684563756,-0.24024015288894116,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai Verna CRDi ABS,-1.8076937663053945,240000,0.046600741551632394,0.0,0.430952380952381,0.2916107382550335,0.515111191452538,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Alto LX BSIII,-1.2900218685815639,170000,0.03812780242461626,2.0,0.469047619047619,0.057718120805369116,-1.266958461679026,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Ciaz ZDi Plus SHVS,0.26299382458992826,550000,0.01694545460707592,4.0,0.6688095238095237,0.2093959731543624,-0.08637228644901021,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Nissan Micra Fashion Edition XL CVT,0.780665722313759,500000,0.011014397218164626,0.0,0.46047619047619043,0.19261744966442954,-0.4360719829033987,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
Mahindra Xylo D2,-0.772349970857733,180000,0.05083721111514047,2.0,0.30952380952380953,0.6258389261744965,0.0954715557072718,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra KUV 100 mFALCON G80 K4,0.780665722313759,360000,0.012285338087217046,0.0,0.4321428571428571,0.19261744966442954,-0.2682161286052922,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift Dzire VXI,0.004157875728012938,400000,0.05083721111514047,0.0,0.45476190476190476,0.19228187919463088,-0.1619074208831582,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Accent GLE,-1.2900218685815639,120000,0.02965486329760012,2.0,0.3142857142857142,0.2922818791946309,0.06749557999092072,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,0.5218297734518437,765000,0.04236427198812433,2.0,0.5785714285714285,0.2093959731543624,-0.08637228644901021,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Vitara Brezza ZDi Plus Dual Tone,0.5218297734518437,919999,0.03819134946806888,0.0,0.5785714285714285,0.2093959731543624,-0.08637228644901021,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Toyota Platinum Etios 1.4 GXD,1.0395016711756744,730000,0.03812780242461626,0.0,0.5616666666666666,0.2483221476510067,-0.6864569655647409,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Tata Zest Quadrajet 1.3 75PS XM,0.5218297734518437,320000,0.05083721111514047,0.0,0.5464285714285714,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Honda Amaze S i-Dtech,0.26299382458992826,455000,0.03812780242461626,2.0,0.6142857142857143,0.2932885906040268,0.19618506828613552,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Datsun GO T Option BSIV,0.26299382458992826,350000,0.021181924170583986,0.0,0.4911904761904761,0.19261744966442954,-0.6878557643505584,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Mahindra TUV 300 T8,0.5218297734518437,509999,0.046600741551632394,0.0,0.44023809523809515,0.2916107382550335,0.2353514342890272,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Tata Indigo LS,-0.772349970857733,175000,0.03630612051230779,2.0,0.40476190476190477,0.2620805369127517,-0.6039278372015052,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,-0.2546780731339024,325000,0.07540873458348726,0.0,0.38,0.6372483221476509,-0.7997596672159627,0.5833333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Indigo CS GLS BSIII,-0.772349970857733,120000,0.02965486329760012,2.0,0.36190476190476184,0.19093959731543622,-0.7438077157832605,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai i10 Sportz,0.004157875728012938,300000,0.012708985043567853,2.0,0.4847619047619047,0.19228187919463088,-0.35494165332598043,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Honda City i DTEC E,0.26299382458992826,500000,0.04236427198812433,0.0,0.6190476190476191,0.2932885906040268,0.19618506828613552,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Baleno Delta 1.2,0.5218297734518437,562000,0.010734366580016742,0.0,0.5095238095238095,0.19228187919463088,-0.2374425553173062,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai EON Magna Plus,0.004157875728012938,250000,0.004236045916551717,0.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Tata Zest Quadrajet 1.3 XT,0.780665722313759,484999,0.014827219825321886,0.0,0.4916666666666666,0.2093959731543624,-0.08077709130573991,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai i10 Sportz,-0.2546780731339024,280000,0.014827219825321886,2.0,0.4847619047619047,0.19228187919463088,-0.35494165332598043,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Ertiga VDI,0.26299382458992826,571000,0.028807569384898507,2.0,0.4945238095238095,0.2093959731543624,-0.0790985327627588,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift VXI,-0.2546780731339024,400000,0.01694545460707592,0.0,0.4428571428571429,0.19228187919463088,-0.1619074208831582,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Tata Indigo CS LS (TDI) BS-III,0.26299382458992826,295000,0.05083721111514047,2.0,0.4545238095238095,0.2620805369127517,-0.6316240531606926,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Ford Figo Petrol EXI,-0.772349970857733,250000,0.010590750261813818,0.0,0.3714285714285714,0.19194630872483223,-0.6039278372015052,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Bolero 2011-2019 SLE,0.26299382458992826,610000,0.01694545460707592,2.0,0.38,0.6372483221476509,-0.8249380453606786,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Tata Indica Vista Quadrajet VX,-0.5135140219958177,175000,0.025418393734092055,0.0,0.530952380952381,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Ford Figo Diesel Titanium,-0.772349970857733,204999,0.02965486329760012,2.0,0.47619047619047616,0.2600671140939598,-0.6598797886342074,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra XUV500 W8 2WD,-0.2546780731339024,750000,0.033891332861108195,2.0,0.35952380952380947,0.5218120805369127,1.3543904629430703,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai i20 Active SX Diesel,0.5218297734518437,651000,0.017929586486678844,0.0,0.5045238095238095,0.25906040268456376,-0.0790985327627588,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
BMW X1 sDrive20d M Sport,-0.772349970857733,1075000,0.01802363611098872,0.0,0.46714285714285714,0.4610738255033556,2.7531892487606244,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,0.5218297734518437,690000,0.013556278956269466,0.0,0.5976190476190476,0.2093959731543624,-0.08637228644901021,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Maruti Swift Dzire VDI Optional,0.780665722313759,589000,0.01746738765730011,0.0,0.633095238095238,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Mahindra Bolero B4,0.26299382458992826,445000,0.01703018399834608,0.0,0.5,0.2932885906040268,-0.465166997648404,0.41666666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Ford Ecosport Sports Diesel,-0.2546780731339024,475000,0.02033463025788237,2.0,0.5166666666666666,0.2932885906040268,0.2062564195440219,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Honda Amaze E Diesel BSIV,0.004157875728012938,465000,0.01153675391534517,0.0,0.6523809523809523,0.2932885906040268,0.19702434755762607,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Tata Manza Aura Safire,-0.772349970857733,225000,0.014827219825321886,0.0,0.3571428571428571,0.24966442953020132,-0.0444083228744836,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,-2.325365664029225,310000,0.084728967623205,2.0,0.3047619047619048,0.6275167785234899,0.29130338572172937,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Sumo EX,0.5218297734518437,445000,0.026689334603144474,0.0,0.36428571428571427,0.7825503355704697,-0.21785937231586036,0.5833333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Mahindra Bolero B4,0.26299382458992826,445000,0.026265687646793667,0.0,0.5,0.2932885906040268,-0.465166997648404,0.41666666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Tata New Safari 3L Dicor LX 4x2,-0.5135140219958177,450000,0.0289092446544227,0.0,0.33166666666666667,0.7825503355704697,1.301236109082003,0.41666666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Mahindra Scorpio 1.99 S10 4WD,-1.548857817443479,450000,0.03304403894840658,0.0,0.36666666666666664,0.46073825503355703,0.7948709486160488,0.41666666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Maruti Wagon R VXI,-1.0311859197196485,200000,0.014827219825321886,0.0,0.44999999999999996,0.12550335570469798,-0.6850581667789235,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
Maruti Swift Dzire LXI,1.0395016711756744,611000,0.0038123989602009104,0.0,0.45476190476190476,0.19228187919463088,-0.1619074208831582,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2
Hyundai Creta 1.6 CRDi Anniversary Edition,0.5218297734518437,819999,0.016521807650725112,0.0,0.4683333333333333,0.3214765100671141,0.9683219980574256,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Hyundai Creta 1.4 CRDi S,0.5218297734518437,825000,0.016521807650725112,0.0,0.509047619047619,0.25906040268456376,-0.08077709130573991,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Ford Ecosport 1.5 Diesel Titanium,0.26299382458992826,599000,0.03925089050590225,0.0,0.5166666666666666,0.2932885906040268,0.2062564195440219,0.24999999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Maruti Swift LXi BSIV,1.0395016711756744,490000,0.011861691130866239,0.0,0.38333333333333336,0.19228187919463088,-0.184288201456239,0.24999999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
Tata Zest Revotron 1.2 XT,1.557173568899505,500000,0.01694545460707592,0.0,0.41833333333333333,0.19093959731543622,-0.08077709130573991,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Tata Zest Revotron 1.2 XT,1.557173568899505,500000,0.01694545460707592,0.0,0.41833333333333333,0.19093959731543622,-0.08077709130573991,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Mahindra XUV500 W10 2WD,0.780665722313759,1100000,0.03759993831700315,0.0,0.38095238095238093,0.5218120805369127,1.3543904629430703,0.41666666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Ford Aspire Titanium BSIV,1.2983376200375896,675000,0.0029651050474992966,0.0,0.4619047619047618,0.19127516778523487,0.09351323740712741,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
Mahindra XUV500 W9 2WD,1.0395016711756744,1350000,0.01694545460707592,0.0,0.38095238095238093,0.5218120805369127,1.2984385115103683,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,1.0395016711756744,570000,0.008472515480059785,0.0,0.44999999999999996,0.19228187919463088,-0.2721327652055814,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Grand i10 1.2 CRDi Asta,0.780665722313759,455000,0.021181924170583986,0.0,0.5714285714285714,0.18859060402684566,-0.49286321360759144,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai EON Era Plus,-0.2546780731339024,165000,0.019063689388829953,2.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Honda City i VTEC VX Option BL,0.5218297734518437,925000,0.009319809392761398,0.0,0.4238095238095238,0.2929530201342282,0.7193358141819007,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
Tata Indigo CS eLX BS IV,0.004157875728012938,215000,0.04236427198812433,2.0,0.5952380952380952,0.25906040268456376,-0.6316240531606926,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Swift VXI Optional,0.5218297734518437,470000,0.01004000921855777,0.0,0.48571428571428565,0.19228187919463088,-0.27381132374856254,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift VXI Deca,0.5218297734518437,470000,0.01004000921855777,0.0,0.48571428571428565,0.19228187919463088,-0.27381132374856254,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Ciaz ZDi Plus SHVS,0.780665722313759,650000,0.025418393734092055,0.0,0.6688095238095237,0.2093959731543624,-0.08637228644901021,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Renault Captur 1.5 Diesel RXT,0.780665722313759,900000,0.021181924170583986,0.0,0.485,0.2808724832214765,0.4717484290921939,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Ford Fiesta Classic 1.4 SXI Duratorq,-1.2900218685815639,190000,0.04236427198812433,2.0,0.4238095238095238,0.2600671140939598,-0.6878557643505584,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai i20 Active 1.4 SX with AVN,0.780665722313759,715000,0.025418393734092055,0.0,0.5045238095238095,0.25906040268456376,-0.07993781203424936,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Tata Indigo CS eVX,-0.2546780731339024,227999,0.025418393734092055,2.0,0.5952380952380952,0.25906040268456376,-0.6316240531606926,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Bolt Quadrajet XE,0.780665722313759,450000,0.021181924170583986,0.0,0.5464285714285714,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Chevrolet Beat Diesel LT,0.26299382458992826,200000,0.01694545460707592,0.0,0.6057142857142858,0.10469798657718118,-0.9871987045155151,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Wagon R LXI CNG,0.780665722313759,400000,0.046600741551632394,0.0,0.6333333333333333,0.12550335570469798,-0.9351633896831021,0.24999999999999997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Ertiga SHVS VDI,0.5218297734518437,725000,0.046600741551632394,0.0,0.5838095238095238,0.2093959731543624,-0.08637228644901021,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Ford Figo Diesel Titanium,0.004157875728012938,300000,0.033891332861108195,0.0,0.47619047619047616,0.2600671140939598,-0.6584809898483899,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Toyota Innova 2.5 GX (Diesel) 8 Seater,0.5218297734518437,1151000,0.02944303981942472,2.0,0.3092857142857143,0.6275167785234899,0.2521370197188377,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Datsun GO T BSIV,0.004157875728012938,225000,0.013979925912620273,0.0,0.4911904761904761,0.19261744966442954,-0.6878557643505584,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai i10 Magna 1.1L,0.5218297734518437,380000,0.033891332861108195,0.0,0.4716666666666666,0.15503355704697988,-0.6584809898483899,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Elite i20 Magna Plus BSIV,1.2983376200375896,630000,0.0021178111347976833,0.0,0.4428571428571429,0.19228187919463088,-0.2721327652055814,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai i10 Magna 1.2 iTech SE,0.004157875728012938,351000,0.010590750261813818,0.0,0.4847619047619047,0.19228187919463088,-0.35494165332598043,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Skoda Fabia 1.2 TDI Active Plus,-0.5135140219958177,199000,0.021181924170583986,2.0,0.49666666666666665,0.1929530201342282,-0.4640479586197498,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Hexa XE,0.780665722313759,850000,0.021181924170583986,0.0,0.41904761904761906,0.5218120805369127,1.5765197101308979,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Tata Indica Vista Terra Quadrajet 1.3L,-1.0311859197196485,105000,0.05083721111514047,2.0,0.42857142857142855,0.2093959731543624,-0.4640479586197498,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Manza Aura (ABS) Quadrajet,-1.0311859197196485,300000,0.05083721111514047,4.0,0.44761904761904764,0.2093959731543624,-0.0444083228744836,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Toyota Innova 2.5 GX (Diesel) 7 Seater,0.5218297734518437,950000,0.033891332861108195,0.0,0.3092857142857143,0.6275167785234899,0.2521370197188377,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Mahindra TUV 300 T8,0.26299382458992826,430000,0.046600741551632394,2.0,0.44023809523809515,0.2916107382550335,0.2353514342890272,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Ford Endeavour 3.2 Titanium AT 4X4,0.5218297734518437,2100000,0.033891332861108195,0.0,0.25976190476190475,0.8637583892617449,2.9490210787750817,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
Hyundai Grand i10 1.2 CRDi Sportz,1.0395016711756744,540000,0.012708985043567853,0.0,0.5714285714285714,0.18859060402684566,-0.49286321360759144,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
